Race,Track,track,slug,track_id,Date,DriverName,,slug,driver_id,DriverStart,DriverFinish,DriverNum,DriverSponsor,DriverMake,DriverLaps,DriverLed,DriverStatus,DriverPts,,
1984 Tuesdays are Terrific 100,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,19-Jun-84,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,12,,,,,,,,,Gary Porter
1984 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,17-Jul-84,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,19,,,,2,,,,,Gary Roehrborn
1985 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,16-Jul-85,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,16,,,,38,,,,,Gary Ward
1985 ARTGO Summer Nationals Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,23-Jul-85,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,17,,,,,,,,,Gayle Cobb
1985 ARTGO Summer Nationals Race No. 2,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,23-Jul-85,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,19,,,,,,,,,Gene Claxton
1985 Escape to Wisconsin 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,25-Jul-85,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,,,,,,,DNQ,,,Gene Lee Gibson
1987 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,9-May-87,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,16,,,,99,,,,,George Jewell
1987 Cancer Fund Benefit 100,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,23-May-87,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,20,,,,58,,,,,George Perkins
1987 ARTGO Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-87,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,23,,,,,,,,,Gerry Woods
1987 Auto City 100,Auto City Speedway,Auto City Speedway,auto-city-speedway-mi,239,14-Jun-87,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,23,,,,5,,,,,Gil Shilts
1988 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Apr-88,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,18,38,,,86,,,,,Gil Tarbath
1988 Chicagoland Opening Day 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,23-Apr-88,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,,,,,,,DNQ,,,Gledius Frye
1988 ARTGO Holiday Twin 76s Race No. 1,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Jul-88,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,19,,,,,,,,,Gordy Sannes
1988 ARTGO Holiday Twin 76s Race No. 2,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Jul-88,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,11,,,,,,,,,Greg Sacks
1988 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,3-Sep-88,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,15,,,,96,,,,,Gregg DiMaggio
1989 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,20-May-89,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,14,,,,99,,,,,J.J. Meyer
1989 ARTGO Holiday Special Race No. 2,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,1-Jul-89,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,21,,,,,,,,,Jack Carey
1991 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,6-Jul-91,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,20,,,,38,,,,,Jack Gritter
1994 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,7-May-94,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,16,,,,99,,,,,Jack Landis
1994 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Jul-94,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,4,,,,100,,running,,,Jamie McMurray
1995 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,22-Jul-95,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,4,,,,100,,,,,Jamie Neville
1996 Escape to Wisconsin 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,20-Jul-96,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,4,,,,100,,,,,Jason Schneider
1997 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,10-May-97,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,25,26,21,Weaver Auto Parts,Chevy,0,,,,,Jasper Case
1997 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,19-Jul-97,Bobby Weiss,Bobby Weiss,bobby-weiss,2369,,21,,,,67,,,,,Jay Sommers
1978 ARTGO All-Star 200 Race No. 1,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,3-Jun-78,Bobby Weltmeyer,Bobby Weltmeyer,#N/A,#N/A,,14,,,,,,,,,Jay Watson
1978 ARTGO All-Star 200 Race No. 2,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,3-Jun-78,Bobby Weltmeyer,Bobby Weltmeyer,#N/A,#N/A,,20,,,,,,,,,Jeff Finley
1981 ARTGO Tuesday Special Race No. 1,Raceway Park (IL),Raceway Park IL,raceway-park-il-il,158,16-Jun-81,Bobby Weltmeyer,Bobby Weltmeyer,#N/A,#N/A,,17,,,,,,,,,Jeff Fredrickson
1981 ARTGO Tuesday Special Race No. 2,Raceway Park (IL),Raceway Park IL,raceway-park-il-il,158,16-Jun-81,Bobby Weltmeyer,Bobby Weltmeyer,#N/A,#N/A,,17,,,,,,,,,Jeff Hunter (MO)
1986 Opening Day 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,20-Apr-86,Bobby Weltmeyer,Bobby Weltmeyer,#N/A,#N/A,,21,,,,26,,,,,Jeff Klem
1988 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,11-Jun-88,Bobby Weltmeyer,Bobby Weltmeyer,#N/A,#N/A,,17,,,,70,,,,,Jeff Van Oudenhoven
1980 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,13-Apr-80,Boyes Sparkman,Boyes Sparkman,#N/A,#N/A,,,,,,,,DNQ,,,Jerry Churchill
1982 Firecracker 150 Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,4-Jul-82,Brad Campbell,Brad Campbell,#N/A,#N/A,,18,,,,,,,,,Jerry Cook (OH)
1982 Firecracker 150 Race No. 2,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,4-Jul-82,Brad Campbell,Brad Campbell,#N/A,#N/A,,13,,,,,,,,,Jerry Davidson
1980 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,13-Apr-80,Brad Gress,Brad Gress,#N/A,#N/A,,,,,,,,DNQ,,,Jerry Ekhard
1980 Midwest Championship Race No. 1,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,11-May-80,Brad Gress,Brad Gress,#N/A,#N/A,,,,,,,,DNQ,,,Jerry Ekhardt
1987 Minnesota 100,Raceway Park (MN),Raceway Park MN,raceway-park-mn-mn,159,23-Jun-87,Brian Johnson (MN),Brian Johnson (MN),#N/A,#N/A,,13,,,,99,,,,,Jerry Lewis (IL)
1987 Escape to Wisconsin 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,18-Jul-87,Brian Johnson (MN),Brian Johnson (MN),#N/A,#N/A,,15,,,,98,,,,,Jerry Longnecker
1988 ARTGO Holiday Twin 76s Race No. 2,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Jul-88,Brian Johnson (MN),Brian Johnson (MN),#N/A,#N/A,,20,,,,,,,,,Jerry Schild
1989 Miller Hawkeye 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,6-Jun-89,Brian Johnson (MN),Brian Johnson (MN),#N/A,#N/A,,19,,,,23,,,,,Jerry White
1989 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Sep-89,Brian Johnson (MN),Brian Johnson (MN),#N/A,#N/A,,18,,,,86,,,,,Jerry Wood
1993 Harding's Friendly Markets Say No To Drugs 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,23-Jul-93,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,22,2,"Sweet Manufacturing,Ultra Tech Racing Engines",,51,,,,,Jim Barnhart
1995 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,9-Apr-95,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,22,,,,9,,,,,Jim Cooper
1995 Miller Hawkeye 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,6-Jun-95,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,21,,,,97,,,,,Jim Johnson (WI)
1995 ARTGO Western Swing Country Mart 100,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,16-Jun-95,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,3,,,,100,,,,,Jim Lamoreaux
1995 ARTGO Western Swing Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,17-Jun-95,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,15,,,,99,,,,,Jim Nusbaum
1995 ARTGO Michigan Challenge,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,24-Jun-95,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,11,,,,100,,running,,,Jim Pierson
1995 LaCrosse Fairtime 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,12-Jul-95,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,19,,,,81,,,,,Jim Vanderberg
1995 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,22-Jul-95,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,24,,,,12,,,,,Jim Webber
1995 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,1-Aug-95,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,26,,,,183,,,,,Jimmy Dragich
1995 ARTGO Western Swing USA Challenge 100,Bolivar Speedway,Bolivar Speedway,bolivar-speedway-mo,244,1-Sep-95,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,23,,,,57,,,,,Jimmy Finger
1995 ARTGO Western Swing Johnson Auto Center Summer Showdown,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,2-Sep-95,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,16,,,,98,,,,,Joe Bush
1995 ARTGO Western Swing Finale,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,3-Sep-95,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,9,,,,100,,,,,Joe Jutila
1995 ARTGO Tournament of Speed,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,9-Sep-95,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,16,,,,98,,,,,Joe Krzykowski
1996 Western Auto 100,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,14-Jun-96,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,9,,,,100,,,,,Joe Mazie
1996 Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,15-Jun-96,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,7,,,,100,,,,,John Croy
1997 ARTGO 50,World Wide Technology Raceway at Gateway,World Wide Technology Raceway at Gateway,world-wide-technology-raceway-il,242,26-Jul-97,Brian Ross (IN),Brian Ross (IN),#N/A,#N/A,,17,,,,40,,running,,,John Doering
1978 ARTGO Spring Classic,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,30-Apr-78,Bruce O'Dell,Bruce O'Dell,#N/A,#N/A,,,,,,,,DNQ,,,John Gearhart
1978 ARTGO Spring Nationals Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,28-May-78,Bruce O'Dell,Bruce O'Dell,#N/A,#N/A,,,,,,,,DNQ,,,John Grega
1981 Coca-Cola 100 Race No. 1,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,15-Aug-81,Bruce VanderLaan,Bruce VanderLaan,#N/A,#N/A,,1,61,Port City,,,,,,,John Jutila
1981 Coca-Cola 100 Race No. 2,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,15-Aug-81,Bruce VanderLaan,Bruce VanderLaan,#N/A,#N/A,,16,,,,,,,,,John Kraus
1985 ARTGO Michigan Challenge,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,25-May-85,Bruce VanderLaan,Bruce VanderLaan,#N/A,#N/A,,17,,,,29,,,,,John Loehman
1986 Michigan 100,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,24-May-86,Bruce VanderLaan,Bruce VanderLaan,#N/A,#N/A,,2,,,,100,,running,,,John McPartlin
1987 Cancer Fund Benefit 100,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,23-May-87,Bruce VanderLaan,Bruce VanderLaan,#N/A,#N/A,,1,,,,100,,running,,,John Moonen
1987 ARTGO Spring Nationals Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-87,Bruce VanderLaan,Bruce VanderLaan,#N/A,#N/A,,13,,,,,,,,,"John O'Neal, Jr."
1987 ARTGO Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-87,Bruce VanderLaan,Bruce VanderLaan,#N/A,#N/A,,9,,,,,,,,,John Spear
1987 4th of July Spectacular,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,4-Jul-87,Bruce VanderLaan,Bruce VanderLaan,#N/A,#N/A,,2,,,,100,,running,,,John Wicht
1988 WMUS/American Cancer Society Benefit,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,28-May-88,Bruce VanderLaan,Bruce VanderLaan,#N/A,#N/A,,19,,,,75,,,,,John Zeglar
1989 WMUS/American Cancer Society Benefit,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,27-May-89,Bruce VanderLaan,Bruce VanderLaan,#N/A,#N/A,,,,,,,,DNQ,,,John Zeigler
1990 WMUS Cancer Society Benefit,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,26-May-90,Bruce VanderLaan,Bruce VanderLaan,#N/A,#N/A,,18,,,,71,,,,,John Zieglar
1992 ARTGO 100,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,6-Jun-92,Bruce VanderLaan,Bruce VanderLaan,#N/A,#N/A,,18,,,,82,,,,,"Johnny Benson, Jr."
1983 Upper Peninsula 100 Race No. 1,Escanaba International Raceway,Escanaba Speedway,escanaba-speedway-mi,61,23-Jul-83,Bruce White (WI),Bruce White (WI),#N/A,#N/A,,15,,,,,,,,,Johnson
1983 Upper Peninsula 100 Race No. 2,Escanaba International Raceway,Escanaba Speedway,escanaba-speedway-mi,61,23-Jul-83,Bruce White (WI),Bruce White (WI),#N/A,#N/A,,19,,,,15,,,,,Junior Hanley
1993 Upper Peninsula 100,Norway Speedway,Norway Speedway,norway-speedway-mi,141,26-Jun-93,Bruce White (WI),Bruce White (WI),#N/A,#N/A,,22,,,,45,,,,,Keith Janson
1991 Mile High Challenge 150,Colorado National Speedway,Colorado National Speedway,colorado-national-speedway-co,247,16-Jul-91,Bruce Yackey,Bruce Yackey,#N/A,#N/A,,10,,,,149,,,,,Keith Pearson
1992 Kansas City 100,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,24-Jul-92,Bruce Yackey,Bruce Yackey,#N/A,#N/A,,11,,,,99,,,,,Ken Dickinson
1993 Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,10-Jul-93,Bruce Yackey,Bruce Yackey,#N/A,#N/A,,12,,,,100,,,,,Ken Weaver (IN)
1995 ARTGO Western Swing Finale,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,3-Sep-95,Bruce Yackey,Bruce Yackey,#N/A,#N/A,,14,,,,99,,,,,Kenny King
1994 ARTGO Western Swing Race No. 2,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,18-Jun-94,Bryan Daniel,Bryan Daniel,#N/A,#N/A,,18,,,,55,,,,,Kenny Mahl
1994 Johnson Service Center Summer Showdown 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,3-Sep-94,Bryan Daniel,Bryan Daniel,#N/A,#N/A,,13,,,,98,,,,,Kenny Reiser
1980 Coca-Cola 100 Race No. 2,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,21-Jun-80,Bryan Marcott,Bryan Marcott,#N/A,#N/A,,11,,,Camaro,,,,,,Kent Stauffer
1983 ARTGO Fall Nationals Race No. 1,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,9-Oct-83,Bud Kaye,Bud Kaye,#N/A,#N/A,,14,,,,,,,,,Kent Swartz
1983 ARTGO Fall Nationals Race No. 2,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,9-Oct-83,Bud Kaye,Bud Kaye,#N/A,#N/A,,15,,,,,,,,,Kevin Ege
1983 ARTGO Fall Nationals Race No. 3,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,9-Oct-83,Bud Kaye,Bud Kaye,#N/A,#N/A,,13,,,,,,,,,Kevin Gingrich
1995 KC Colors World Cup 300,I-70 Motorsports Park,I-70 Motorsports Park,i70-motorsports-park-mo,243,1-Oct-95,Buddy Hall,Buddy Hall,#N/A,#N/A,,29,,,,55,,,,,Kevin Stepen
1982 ARTGO Dixieland Challenge,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,31-Aug-82,Buddy Schrock,Buddy Schrock,#N/A,#N/A,,,,,,,,DNQ,,,Kirk Grauberger
1986 ARTGO Indiana Challenge Race No. 1,Baer Field Motorsports Park,Baer Field Motorsports Park,baer-field-motorsports-park-in,236,10-May-86,Buddy Schrock,Buddy Schrock,#N/A,#N/A,,9,,,,,,,,,Kirk Shaw
1986 ARTGO Indiana Challenge Race No. 2,Baer Field Motorsports Park,Baer Field Motorsports Park,baer-field-motorsports-park-in,236,10-May-86,Buddy Schrock,Buddy Schrock,#N/A,#N/A,,13,,,,,,,,,Kyle Petty
1980 Chicagoland Showdown Race No. 1,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,24-May-80,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,,,,,,,DNQ,,,L.J. Lines
1981 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,12-Apr-81,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,20,,,Camaro,,,,,,"Larry Dahlke, Jr."
1981 Chicagoland Showdown Race No. 1,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,23-May-81,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,12,,,Camaro,,,,,,"Larry Harvey, Jr."
1981 Chicagoland Showdown Race No. 2,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,23-May-81,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,10,,,Camaro,,,,,,Larry LeMay
1981 Pepsi Memorial Day 100 Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,25-May-81,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,,,,,,,DNQ,,,Larry Zent
1981 ARTGO Tuesday Special Race No. 1,Raceway Park (IL),Raceway Park IL,raceway-park-il-il,158,16-Jun-81,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,2,,,,,,,,,Les Ferris
1981 ARTGO Tuesday Special Race No. 2,Raceway Park (IL),Raceway Park IL,raceway-park-il-il,158,16-Jun-81,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,5,,,,,,,,,Mark Green (KY)
1982 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,11-Apr-82,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,13,,,Camaro,81,,,,,Mark Lamoreaux
1982 Spring Twin 50s Race No. 1,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,25-Apr-82,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,13,,,Camaro,,,,,,Mark Rembolt
1982 Spring Twin 50s Race No. 2,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,25-Apr-82,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,10,,,,,,,,,Mel Whalen
1983 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Apr-83,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,8,,,Firebird,82,,,,,Merle McCullough
1983 Chicagoland Opening Day Race No. 1,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,24-Apr-83,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,14,,,Firebird,50,,running,,,Michael Waltrip
1983 Chicagoland Opening Day Race No. 2,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,24-Apr-83,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,17,,,Firebird,37,,,,,Mike Barlass
1983 Chicagoland Showdown Race No. 1,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,28-May-83,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,9,,,,,,,,,Mike Devall
1983 Chicagoland Showdown Race No. 2,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,28-May-83,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,9,,,,,,,,,Mike Goldsberry
1983 ARTGO Spring Nationals Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,29-May-83,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,,,,,,,DNQ,,,Mike Junk
1983 Molenaar Classic,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,26-Jul-83,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,15,,,Firebird,98,,,,,Mike Kern
1983 ARTGO Fall Nationals Race No. 1,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,9-Oct-83,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,8,,,,,,,,,Mike McGrew
1983 ARTGO Fall Nationals Race No. 2,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,9-Oct-83,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,8,,,,,,,,,Mike Opperman
1983 ARTGO Fall Nationals Race No. 3,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,9-Oct-83,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,9,,,,,,,,,Mike Pochrus
1984 Chicagoland Showdown Race No. 1,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,26-May-84,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,5,,,,,,,,,Mike VanSparrentak
1984 Chicagoland Showdown Race No. 2,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,26-May-84,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,14,,,Pontiac,42,,,,,Monte Gress
1986 Opening Day 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,20-Apr-86,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,9,,,,100,,running,,,Morry Delmore
1986 ARTGO Indiana Challenge Race No. 2,Baer Field Motorsports Park,Baer Field Motorsports Park,baer-field-motorsports-park-in,236,10-May-86,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,16,,,,,,,,,Muttley Kurkowski
1987 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,5-Apr-87,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,13,,,,86,,,,,Pat Gordon
1987 Opening Day 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,25-Apr-87,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,13,,,,100,,running,,,Pat Schuler
1987 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,9-May-87,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,14,,,,99,,,,,Paul Wallen
1987 Cancer Fund Benefit 100,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,23-May-87,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,17,,,,96,,,,,Perry Redeker
1987 ARTGO Spring Nationals Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-87,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,17,,,,,,,,,Pete Vandermolen
1987 ARTGO Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-87,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,18,,,,,,,,,Pete Weiss
1987 London Free Press Canadian Challenge 100,Delaware Speedway,Delaware Speedway,delaware-speedway-onT,240,12-Jun-87,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,18,,,,85,,,,,Peter Bennett
1987 Auto City 100,Auto City Speedway,Auto City Speedway,auto-city-speedway-mi,239,14-Jun-87,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,11,,,,97,,,,,Peter Gibbons
1987 Minnesota 100,Raceway Park (MN),Raceway Park MN,raceway-park-mn-mn,159,23-Jun-87,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,18,,,,71,,,,,Peter Parker
1987 Export Light 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,24-Jun-87,Burt Weitemeyer,Burt Weitemeyer,#N/A,#N/A,,12,,,,98,,,,,Pierre Goulet
